orderbook_timestamp,book,bid,ask,spread
2024-07-17 03:51:10+00:00,btc_mxn,1158009.98,1158010.02,0.0
2024-07-17 03:51:11+00:00,btc_mxn,1158009.98,1158010.02,0.0
2024-07-17 03:51:12+00:00,btc_mxn,1158009.98,1158010.02,0.0
2024-07-17 03:51:13+00:00,btc_mxn,1158009.98,1158010.02,0.0
2024-07-17 03:51:14+00:00,btc_mxn,1158009.98,1158010.02,0.0
2024-07-17 03:51:15+00:00,btc_mxn,1158009.98,1158010.02,0.0
2024-07-17 03:51:16+00:00,btc_mxn,1158009.98,1158010.02,0.0
2024-07-17 03:51:17+00:00,btc_mxn,1158009.98,1158010.02,0.0
2024-07-17 03:51:18+00:00,btc_mxn,1158009.98,1158010.02,0.0
2024-07-17 03:51:19+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:20+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:21+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:22+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:23+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:24+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:25+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:26+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:27+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:28+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:29+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:30+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:31+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:32+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:33+00:00,btc_mxn,1158610.0,1158800.0,0.016
2024-07-17 03:51:34+00:00,btc_mxn,1158610.0,1158800.0,0.016
2024-07-17 03:51:35+00:00,btc_mxn,1158610.0,1158800.0,0.016
2024-07-17 03:51:36+00:00,btc_mxn,1158610.0,1158800.0,0.016
2024-07-17 03:51:37+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:38+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:39+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:40+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:41+00:00,btc_mxn,1158660.0,1158800.0,0.012
2024-07-17 03:51:42+00:00,btc_mxn,1158660.0,1158800.0,0.012
2024-07-17 03:51:43+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:44+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:45+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:46+00:00,btc_mxn,1158550.0,1158800.0,0.022
2024-07-17 03:51:48+00:00,btc_mxn,1158710.0,1158800.0,0.008
2024-07-17 03:51:49+00:00,btc_mxn,1158710.0,1158800.0,0.008
2024-07-17 03:51:49+00:00,btc_mxn,1158710.0,1158800.0,0.008
2024-07-17 03:51:51+00:00,btc_mxn,1158710.0,1158800.0,0.008
2024-07-17 03:51:52+00:00,btc_mxn,1158710.0,1158800.0,0.008
2024-07-17 03:51:53+00:00,btc_mxn,1158720.0,1158800.0,0.007
2024-07-17 03:51:54+00:00,btc_mxn,1158720.0,1158800.0,0.007
2024-07-17 03:51:55+00:00,btc_mxn,1158720.0,1158800.0,0.007
2024-07-17 03:51:56+00:00,btc_mxn,1158720.0,1158800.0,0.007
2024-07-17 03:51:57+00:00,btc_mxn,1158720.0,1158800.0,0.007
2024-07-17 03:51:58+00:00,btc_mxn,1158720.0,1158800.0,0.007
2024-07-17 03:51:59+00:00,btc_mxn,1158720.0,1158800.0,0.007
2024-07-17 03:52:00+00:00,btc_mxn,1158720.0,1158800.0,0.007
2024-07-17 03:52:01+00:00,btc_mxn,1158720.0,1158800.0,0.007
2024-07-17 03:52:02+00:00,btc_mxn,1158720.0,1158800.0,0.007
2024-07-17 03:52:03+00:00,btc_mxn,1158720.0,1158800.0,0.007
2024-07-17 03:52:04+00:00,btc_mxn,1158720.0,1158800.0,0.007
2024-07-17 03:52:05+00:00,btc_mxn,1158720.0,1158800.0,0.007
2024-07-17 03:52:06+00:00,btc_mxn,1158720.0,1158800.0,0.007
2024-07-17 03:52:07+00:00,btc_mxn,1158720.0,1158800.0,0.007
2024-07-17 03:52:08+00:00,btc_mxn,1158729.98,1158730.02,0.0
2024-07-17 03:52:09+00:00,btc_mxn,1158729.98,1158730.02,0.0
